Date_Time,City,State,Shape,Duration,Summary,Posted
11/4/2020 19:00,Omaha / Papillion,NE,Disk,2 minutes,Row of 20 or so lights evenly spaced over night sky,12/23/2020
11/4/2020 19:00,Omaha / Papillion,NE,Disk,2 minutes,Row of 20 or so lights evenly spaced over night sky,12/23/2020
11/4/2020 18:47,Howell,MI,Unknown,10 minutes,Entity appeared night sky changed 4 times,12/23/2020
11/4/2020 18:30,Raymond,NH,Flash,1 minute,Glowing object darts across sky followed by a bright white flash then vanished,12/23/2020
11/4/2020 18:00,Riverside,CA,Other,20 seconds,Crescent moving NW over Riverside CA,12/23/2020
11/4/2020 10:45,Crowley,CO,Circle,3-4 seconds,"Crowley, CO UFO",12/23/2020
11/4/2020 8:30,San Tan Valley,AZ,Triangle,5 minutes,"I was driving down hunt highway, by chevron and barros, when we looked in the sky there were 3 lights high up in the air, 10 seconds la",12/23/2020
11/4/2020 6:00,medinah,IL,Circle,,"they stay still ,but not a hellicopter.",12/23/2020
11/4/2020 5:30,Angola,IN,Circle,2 seconds,Bright green light falling in south sky,12/23/2020
11/4/2020 1:41,Oaklandon,IN,,,MADAR Node 87,12/23/2020
11/3/2020 23:59,Port Charlotte,FL,Sphere,Unknown,Taking pictures of the Corvette and a friend's driveway after taking a four or five pictures and reviewing I noticed an object by the m,12/23/2020
11/3/2020 23:50,Raritan Township,NJ,Disk,3 seconds,white flashing shaped disc coming down at 45 degree angle to land on ground,12/23/2020
11/3/2020 21:00,Chicago,IL,Egg,2 seconds,"While sitting outside last night, I witnessed a seemingly low-flying egg-like object move incredibly fast through the sky. The view fro",12/23/2020
11/3/2020 19:22,San Antonio,TX,Light,15 seconds,Distant star like UFO with seemingly impossible movements trails a commercial aircraft briefly before disappearing.,12/23/2020
11/3/2020 19:20,Dillsburg,PA,Other,"
",Saw a string of bright white lights hovering or slowly moving above South Mountain. We were in the car and lost sight of it as the road,12/23/2020
11/3/2020 19:05,Oregon City,OR,Circle,3 minutes,"Big, bright, circular object in sky, then disappears out of no where.",12/23/2020
11/3/2020 16:35,Lexington,IL,Other,10 minutes,"Sliver like objects grouped together traveling low altitude, changing bearing",12/23/2020
11/3/2020 12:29,Star Valley,AZ,,,MADAR Node 53,12/23/2020
11/3/2020 8:07,Akron,OH,Oval,20 seconds,This morning I was in the kitchen making coffee looking out of my kitchen window I saw three metallic objects that look like birds at f,12/23/2020
11/2/2020 23:45,Indianapolis,IN,Light,2 minutes,"((HOAX??))  Got a video.  ((NUFORC Note:  Source of report provides little information, and no contact data.  PD))",12/23/2020
11/2/2020 21:05,Orangeburg,NY,Rectangle,2 seconds,Bright white rectangle flashed at an angle across the sky.,12/23/2020
11/2/2020 21:00,Warrenton,VA,Other,2 minutes,"Brightly illuminated large object above Warrenton, Va.",12/23/2020
11/2/2020 20:40,Rural Retreat,VA,Unknown,Still going on,"Star like lights, stationary, but occasional red light flashing from them, on the East sides of the lights.",12/23/2020
11/2/2020 20:30,GREER,SC,Circle,15 minutes,9 bright orange color dots flying from northern sky,12/23/2020
11/2/2020 19:15,Kihei,HI,Diamond,45 seconds,Red diamond-shaped light moving erratically across the sky for approximately 45 seconds,12/23/2020
11/2/2020 19:00,Twisp,WA,Light,10 seconds,Fast moving object in the night sky,12/23/2020
11/2/2020 18:12,Glendale,CA,Flash,6 seconds,Fast-flashing light crossed the sky at intervals while moving VERY fast.,12/23/2020
11/2/2020 18:06,Fort Collins,CO,Triangle,2 minutes,"At around 6pm my fiancee and I were out having a smoke when several flying craft way way way up were interacting with one another, very",12/23/2020
11/2/2020 18:00,Kanapali Beach/ Maui,HI,Unknown,45 seconds,"Stationary light in the sky vanishes after 45 seconds west of Kanapali beach, Maui off north edge of Lanai.",12/23/2020
11/2/2020 17:20,Okotoks (Canada),AB,Formation,20 minutes,"Either 6 in formation of a hexagon, or one massive hexagon.",12/23/2020
11/2/2020 15:45,Wheat Ridge,CO,Other,20 minutes,"There was a tiny ribbon of light, surrounded by 7 or 8 tiny dots of light.",12/23/2020
11/2/2020 15:30,Norwich,CT,Cigar,5 seconds,Black thick scroll design in wing position.,12/23/2020
11/2/2020 12:46,Wichita,KS,Cigar,3 minutes,"My mother and I were out running errands in West Wichita, on Interstate 235 going south just south of Zoo Blvd. We saw 2 fighter type j",12/23/2020
11/2/2020 9:40,Denver,CO,Rectangle,5 seconds,"Sighting of unknown rectangle craft,",12/23/2020
11/2/2020 9:00,Owensboro,KY,Triangle,5 minutes,"White, luminous triangle in morning sky south of the city.",12/23/2020
11/2/2020 8:30,Olympia,WA,Circle,45 minutes,roundish light quite bright at 50K to 80K feet,12/23/2020
11/2/2020 6:18,Fort Frances (Canada),ON,Oval,5 minutes,5 Bright Objects in the Sky over Fort Francis Ontario around just before sunrise.,12/23/2020
11/1/2020 20:00,Riviera Beach,FL,Circle,10 minutes,Yellow light in cloud became an orange circle that sped toward and over us with no sound and left holes in clouds.,12/23/2020
11/1/2020 20:00,Lilburn,GA,Circle,1 second,"A fireball or ring streaked the sky to the north of Lilburn, GA lasting less than 2 seconds.",12/23/2020
11/1/2020 19:50,Weston,FL,Circle,10 seconds,I observed a clip on my ting video of my back yard. On the video it appears like a tennis ball size round object protruding light hover,12/23/2020
11/1/2020 18:55,Tillamook,OR,Light,1 minute,Rapid moving white light.,12/23/2020
11/1/2020 12:22,Farmington Hills,MI,,,MADAR Node 144,12/23/2020
11/1/2020 12:13,Delaware,OK,Sphere,5 minutes,Comet like object which changed speed and direction.,12/23/2020
11/1/2020 7:40,Pittsburgh,PA,Rectangle,45 seconds,Rectangular object gray in color moving slowly from east to west in the NW sky.,12/23/2020
11/1/2020 6:47,St. Louis,MO,,,MADAR Node 70,12/23/2020
11/1/2020 6:25,Houston,TX,,,MADAR Node 118,12/23/2020
11/1/2020 3:30,McMinnville,OR,Changing,5 minutes,Low light below tops of hills that changed color and shape.,12/23/2020
11/1/2020 1:03,Jefferson City,TN,Circle,,"Circle of Fog around the moon continually centered.  ((NUFORC Note:  ""Moon dog??""",12/23/2020
11/1/2020 1:00,Pratt,KS,Light,1 minute,it was loud and bright,12/23/2020
11/1/2020 0:30,Herington,KS,Light,Ongoing,"Light hovering southeast of Herington, KS",12/23/2020
